ISO3,ISO3_2,col,cnl,lp,cl
MMR,TGO,0,0,0,0
MMR,THA,0,0.0113,0.0915,0.0343
MMR,TJK,0,0,0.003,0.001
MMR,TKL,0,0,0.0006,0.0002
MMR,TKM,0,0,0.0003,0.0001
MMR,TLS,0,0,0,0
MMR,TON,0,0,0,0
MMR,TTO,0,0,0.0011,0.0004
MMR,TUN,0,0,0,0
MMR,TUR,0,0,0.0004,0.0001
MMR,TUV,0,0,0,0
MMR,TWN,0,0.0004,0.2503,0.0836
MMR,TZA,0,0,0,0
MMR,UGA,0,0,0,0
MMR,UKR,0,0,0.0021,0.0007
MMR,URY,0,0,0.0014,0.0005
MMR,USA,0,0.0001,0.0045,0.0016
MMR,UZB,0,0,0.0004,0.0001
MMR,VAT,0,0,0.0019,0.0006
MMR,VCT,0,0,0,0
MMR,VEN,0,0,0.0014,0.0005
MMR,VGB,0,0,0.0011,0.0004
MMR,VIR,0,0,0.0005,0.0002
MMR,VNM,1,0.0001,0.0275,0.3425
MMR,VUT,0,0,0.0002,0.0001
MMR,WLF,0,0,0.0002,0.0001
MMR,WSM,0,0,0.0005,0.0002
MMR,YEM,0,0,0.0001,0
MMR,ZAF,0,0,0.0006,0.0002
MMR,ZMB,0,0,0.0005,0.0002
MMR,ZWE,0,0,0.0001,0
MNE,ABW,0,0,0.0538,0.0179
MNE,AFG,0,0,0.1487,0.0496
MNE,AGO,0,0,0.0676,0.0225
MNE,AIA,0,0,0.0172,0.0058
MNE,ALA,0,0,0.1743,0.0581
MNE,ALB,0,0.0244,0.2815,0.102
MNE,AND,0,0,0.1481,0.0494
MNE,ANT,0,0.0001,0.0645,0.0215
MNE,ARE,0,0,0.0415,0.0138
MNE,ARG,0,0,0.1423,0.0474
MNE,ARM,0,0,0.291,0.097
MNE,ASM,0,0,0.0088,0.0029
MNE,ATG,0,0.0002,0.1268,0.0423
MNE,AUS,0,0.0015,0.2155,0.0724
MNE,AUT,1,0.0092,0.2004,0.4032
MNE,AZE,0,0,0.0165,0.0055
MNE,BDI,0,0,0,0
MNE,BEL,0,0,0.1758,0.0586
MNE,BEN,0,0,0.0002,0.0001
MNE,BFA,0,0,0.0018,0.0006
MNE,BGD,0,0,0.1833,0.0611
MNE,BGR,0,0.0003,0.6756,0.2253
MNE,BHR,0,0,0.0424,0.0141
MNE,BHS,0,0.0002,0.1188,0.0396
MNE,BIH,1,0.1796,0.9463,0.7086
MNE,BLM,0,0,0.1184,0.0395
MNE,BLR,0,0.0013,0.639,0.2134
MNE,BLZ,0,0.0001,0.1268,0.0423
MNE,BMU,0,0.0003,0.2225,0.0743
MNE,BOL,0,0,0.0893,0.0298
MNE,BRA,0,0,0.1447,0.0482
MNE,BRB,0,0.0002,0.1141,0.0381
MNE,BRN,0,0,0.0059,0.002
MNE,BTN,0,0,0.0363,0.0121
MNE,BWA,0,0,0.0063,0.0021
MNE,CAF,0,0,0.0003,0.0001
MNE,CAN,0,0.001,0.1923,0.0645
MNE,CCK,0,0.0001,0.0376,0.0126
MNE,CHE,0,0.0117,0.1844,0.0654
MNE,CHL,0,0,0.1417,0.0472
MNE,CHN,0,0,0,0
MNE,CIV,0,0,0.0004,0.0001
MNE,CMR,0,0,0,0
MNE,COD,0,0,0,0
MNE,COG,0,0,0.0003,0.0001
MNE,COK,0,0,0.0102,0.0034
MNE,COL,0,0,0.1426,0.0475
MNE,COM,0,0,0.0003,0.0001
MNE,CPV,0,0,0,0
MNE,CRI,0,0,0.1416,0.0472
MNE,CUB,0,0,0.1441,0.048
MNE,CUW,0,0,0.0312,0.0104
MNE,CXR,0,0.0001,0.0993,0.0332
MNE,CYM,0,0.0002,0.1551,0.0518
MNE,CYP,0,0,0.2121,0.0707
MNE,CZE,0,0.0001,0.5717,0.1906
MNE,DEU,0,0.0004,0.178,0.0595
MNE,DJI,0,0,0.0032,0.0011
MNE,DMA,0,0,0.0148,0.0049
MNE,DNK,0,0.0012,0.1708,0.0573
MNE,DOM,0,0,0.1413,0.0471
MNE,DZA,0,0,0.0007,0.0002
MNE,ECU,0,0,0.1314,0.0438
MNE,EGY,0,0,0,0
MNE,ERI,0,0,0,0
MNE,ESH,0,0,0,0
MNE,ESP,0,0,0.1464,0.0488
MNE,EST,0,0.0004,0.1645,0.055
MNE,ETH,0,0,0,0
MNE,FIN,0,0,0.0175,0.0058
MNE,FJI,0,0,0.0866,0.0289
MNE,FLK,0,0.0003,0.2192,0.0732
MNE,FRA,0,0,0.1281,0.0427
MNE,FRO,0,0,0.2256,0.0752
MNE,FSM,0,0,0.0027,0.0009
MNE,GAB,0,0,0.0047,0.0016
MNE,GBR,0,0.0003,0.226,0.0754
MNE,GEO,0,0.0001,0.0761,0.0254
MNE,GGY,0,0.0003,0.2255,0.0753
MNE,GHA,0,0,0,0
MNE,GIB,0,0.0002,0.1844,0.0615
MNE,GIN,0,0,0,0
MNE,GLP,0,0,0.0022,0.0007
MNE,GMB,0,0,0.0002,0.0001
MNE,GNB,0,0,0.0061,0.002
MNE,GNQ,0,0,0,0
MNE,GRC,0,0,0.2589,0.0863
MNE,GRD,0,0,0.011,0.0037
MNE,GRL,0,0,0.0186,0.0062
MNE,GTM,0,0,0.0975,0.0325
MNE,GUF,0,0,0.0661,0.022
MNE,GUM,0,0.0001,0.0796,0.0266
MNE,GUY,0,0.0002,0.1113,0.0371
MNE,HKG,0,0,0.0098,0.0033
MNE,HND,0,0,0.1421,0.0474
MNE,HRV,1,0.0118,0.9241,0.6453
MNE,HTI,0,0,0,0
MNE,HUN,1,0.0002,0.0055,0.3352
MNE,IDN,0,0,0,0
MNE,IMN,0,0.0003,0.2258,0.0754
MNE,IND,0,0,0.1517,0.0506
MNE,IOT,0,0.0003,0.2258,0.0754
MNE,IRL,0,0.0003,0.2287,0.0763
MNE,IRN,0,0,0.1521,0.0507
MNE,IRQ,0,0,0.0447,0.0149
MNE,ISL,0,0,0.2254,0.0751
MNE,ISR,0,0.0002,0.0983,0.0328
MNE,ITA,0,0,0.1968,0.0656
MNE,JAM,0,0,0.0007,0.0002
MNE,JEY,0,0.0003,0.2205,0.0736
MNE,JOR,0,0,0.0003,0.0001
MNE,JPN,0,0,0.0002,0.0001
MNE,KAZ,0,0.0004,0.1648,0.0551
MNE,KEN,0,0,0.0004,0.0001
MNE,KGZ,0,0.0002,0.0603,0.0201
MNE,KHM,0,0,0,0
MNE,KIR,0,0,0.0053,0.0018
MNE,KNA,0,0,0.0043,0.0014
MNE,KOR,0,0,0,0
MNE,KWT,0,0,0,0
MNE,LAO,0,0,0,0
MNE,LBN,0,0,0.0229,0.0076
MNE,LBR,0,0,0,0
MNE,LBY,0,0.0019,0.0079,0.0033
MNE,LCA,0,0,0.0023,0.0008
MNE,LIE,0,0,0.1689,0.0563
MNE,LKA,0,0,0.1437,0.0479
MNE,LSO,0,0,0,0
MNE,LTU,0,0.0001,0.4518,0.1506
MNE,LUX,0,0.0045,0.1682,0.0576
MNE,LVA,0,0.0005,0.4906,0.1637
MNE,MAC,0,0,0.0064,0.0021
MNE,MAF,0,0.0001,0.0538,0.0179
MNE,MAR,0,0,0.0003,0.0001
MNE,MCO,0,0,0.1653,0.0551
MNE,MDA,0,0.0002,0.2807,0.0936
MNE,MDG,0,0,0.0009,0.0003
MNE,MDV,0,0,0.1867,0.0622
MNE,MEX,0,0,0.1369,0.0456
MNE,MHL,0,0.0001,0.0797,0.0266
MNE,MKD,1,0.0208,0.6013,0.5407
MNE,MLI,0,0,0.0002,0.0001
MNE,MLT,0,0,0.0227,0.0076
MNE,MMR,0,0,0.002,0.0007
MNE,MNE,1,0.381,0.9036,0.7615
MNE,MNG,0,0,0.0011,0.0004
MNE,MNP,0,0.0001,0.0365,0.0122
MNE,MOZ,0,0,0.0177,0.0059
MNE,MRT,0,0,0.0002,0.0001
MNE,MSR,0,0,0.0058,0.0019
MNE,MTQ,0,0,0.0028,0.0009
MNE,MUS,0,0,0.0194,0.0065
MNE,MWI,0,0,0.0002,0.0001
MNE,MYS,0,0,0.0056,0.0019
MNE,MYT,0,0,0.0043,0.0014
MNE,NAM,0,0,0.0187,0.0062
MNE,NCL,0,0,0.0642,0.0214
MNE,NER,0,0,0.0001,0
MNE,NFK,0,0.0003,0.1798,0.06
MNE,NGA,0,0,0,0
MNE,NIC,0,0,0.1405,0.0468
MNE,NIU,0,0,0.032,0.0107
MNE,NLD,0,0,0.185,0.0617
MNE,NOR,0,0.0007,0.1952,0.0653
MNE,NPL,0,0,0.1539,0.0513
MNE,NRU,0,0,0.0151,0.005
MNE,NZL,0,0.0003,0.1987,0.0663
MNE,OMN,0,0,0.027,0.009
MNE,PAK,0,0,0.1764,0.0588
MNE,PAN,0,0,0.1199,0.04
MNE,PCN,0,0,0,0
MNE,PER,0,0,0.117,0.039
MNE,PHL,0,0,0.0002,0.0001
MNE,PLW,0,0.0001,0.0434,0.0145
MNE,PNG,0,0,0.0081,0.0027
MNE,POL,0,0,0.5736,0.1912
MNE,PRI,0,0,0.1477,0.0492
MNE,PRK,0,0,0,0
MNE,PRT,0,0,0.1444,0.0481
MNE,PRY,0,0,0.0155,0.0052
MNE,PSE,0,0,0.0001,0
MNE,PYF,0,0,0.0927,0.0309
MNE,QAT,0,0,0.0409,0.0137
MNE,REU,0,0,0.035,0.0117
MNE,ROU,1,0.0004,0.2126,0.4043
MNE,RUS,0,0.0016,0.5606,0.1874
MNE,RWA,0,0,0.0001,0
MNE,SAU,0,0,0.0094,0.0031
MNE,SDN,0,0,0,0
MNE,SEN,0,0,0.0005,0.0002
MNE,SGP,0,0.0001,0.0648,0.0216
MNE,SHN,0,0.0003,0.2258,0.0754
MNE,SLB,0,0,0.0059,0.002
MNE,SLE,0,0,0.0162,0.0054
MNE,SLV,0,0,0.1439,0.048
MNE,SMR,0,0,0.2026,0.0675
MNE,SOM,0,0,0.0001,0
MNE,SPM,0,0,0.1344,0.0448
MNE,SRB,1,0.4081,0.8738,0.7606
MNE,SSD,0,0,0,0
MNE,STP,0,0,0.0725,0.0242
MNE,SUR,0,0,0.1272,0.0424
MNE,SVK,0,0,0.5131,0.171
MNE,SVN,1,0.0123,0.9385,0.6503
MNE,SWE,0,0,0.1795,0.0598
MNE,SWZ,0,0,0.0058,0.0019
MNE,SXM,0,0,0.0673,0.0224
MNE,SYC,0,0,0.0131,0.0044
MNE,SYR,0,0,0.0173,0.0058
MNE,TCA,0,0,0.0166,0.0055
MNE,TCD,0,0,0,0
MNE,TGO,0,0,0.0001,0
MNE,THA,0,0,0.0001,0
MNE,TJK,0,0,0.163,0.0543
MNE,TKL,0,0.0001,0.0625,0.0209
MNE,TKM,0,0.0002,0.0848,0.0283
MNE,TLS,0,0,0.0003,0.0001
MNE,TON,0,0,0.0027,0.0009
MNE,TTO,0,0.0002,0.113,0.0377
MNE,TUN,0,0,0.0001,0
MNE,TUR,0,0.0001,0.0263,0.0088
MNE,TUV,0,0,0,0
MNE,TWN,0,0,0,0
MNE,TZA,0,0,0.0009,0.0003
MNE,UGA,0,0,0,0
MNE,UKR,0,0.0006,0.6265,0.209
MNE,URY,0,0,0.1475,0.0492
MNE,USA,0,0.0004,0.2079,0.0694
MNE,UZB,0,0.0002,0.0943,0.0315
MNE,VAT,0,0,0.2026,0.0675
MNE,VCT,0,0,0.0007,0.0002
MNE,VEN,0,0,0.142,0.0473
MNE,VGB,0,0.0002,0.1137,0.038
MNE,VIR,0,0,0.0533,0.0178
MNE,VNM,0,0,0,0
MNE,VUT,0,0,0.0105,0.0035
MNE,WLF,0,0,0.0145,0.0048
MNE,WSM,0,0,0.0215,0.0072
MNE,YEM,0,0,0.0031,0.001
MNE,ZAF,0,0,0.0507,0.0169
MNE,ZMB,0,0.0001,0.0019,0.0007
MNE,ZWE,0,0,0.005,0.0017
MNG,ABW,0,0,0.0001,0
MNG,AFG,0,0,0.0015,0.0005
MNG,AGO,0,0,0.0001,0
MNG,AIA,0,0,0,0
MNG,ALA,0,0,0.0003,0.0001
MNG,ALB,0,0,0.0005,0.0002
MNG,AND,0,0,0.0003,0.0001
MNG,ANT,0,0,0.0001,0
MNG,ARE,0,0,0.0001,0
MNG,ARG,0,0,0.0003,0.0001
MNG,ARM,0,0,0.0006,0.0002
MNG,ASM,0,0,0,0
MNG,ATG,0,0,0.0002,0.0001
MNG,AUS,0,0.0002,0.0008,0.0004
MNG,AUT,0,0,0.0005,0.0002
MNG,AZE,0,0,0.0053,0.0018
MNG,BDI,0,0,0,0
MNG,BEL,0,0,0.0004,0.0001
MNG,BEN,0,0,0,0
MNG,BFA,0,0,0,0
MNG,BGD,0,0,0.0004,0.0001
MNG,BGR,0,0,0.0015,0.0005
MNG,BHR,0,0,0.0001,0
MNG,BHS,0,0.0001,0.0004,0.0002
MNG,BIH,0,0,0.0012,0.0004
MNG,BLM,0,0,0.0002,0.0001
MNG,BLR,0,0.0013,0.0017,0.001
MNG,BLZ,0,0,0.0002,0.0001
MNG,BMU,0,0,0.0004,0.0001
MNG,BOL,0,0,0.0002,0.0001
MNG,BRA,0,0,0.0003,0.0001
MNG,BRB,0,0,0.0002,0.0001
MNG,BRN,0,0.0004,0.0013,0.0006
MNG,BTN,0,0,0.003,0.001
MNG,BWA,0,0,0,0
MNG,CAF,0,0,0,0
MNG,CAN,0,0.0003,0.0009,0.0004
MNG,CCK,0,0,0.0001,0
MNG,CHE,0,0,0.0004,0.0001
MNG,CHL,0,0,0.0003,0.0001
MNG,CHN,0,0.01,0.0167,0.0089
MNG,CIV,0,0,0,0
MNG,CMR,0,0,0,0
MNG,COD,0,0,0,0
MNG,COG,0,0,0,0
MNG,COK,0,0,0,0
MNG,COL,0,0,0.0003,0.0001
MNG,COM,0,0,0,0
MNG,CPV,0,0,0,0
MNG,CRI,0,0,0.0003,0.0001
MNG,CUB,0,0,0.0003,0.0001
MNG,CUW,0,0,0.0001,0
MNG,CXR,0,0,0.0002,0.0001
MNG,CYM,0,0,0.0003,0.0001
MNG,CYP,0,0,0.0015,0.0005
MNG,CZE,0,0.0003,0.0014,0.0006
MNG,DEU,0,0,0.0004,0.0001
MNG,DJI,0,0,0,0
MNG,DMA,0,0,0,0
MNG,DNK,0,0,0.0003,0.0001
MNG,DOM,0,0,0.0003,0.0001
MNG,DZA,0,0,0,0
MNG,ECU,0,0,0.0002,0.0001
MNG,EGY,0,0,0,0
MNG,ERI,0,0,0,0
MNG,ESH,0,0,0,0
MNG,ESP,0,0,0.0003,0.0001
MNG,EST,0,0.0004,0.0004,0.0003
MNG,ETH,0,0,0,0
MNG,FIN,0,0,0,0
MNG,FJI,0,0,0.0002,0.0001
MNG,FLK,0,0,0.0004,0.0001
MNG,FRA,0,0,0.0003,0.0001
MNG,FRO,0,0,0.0004,0.0001
MNG,FSM,0,0,0,0
MNG,GAB,0,0,0,0
MNG,GBR,0,0,0.0005,0.0002
MNG,GEO,0,0.0001,0.0007,0.0003
MNG,GGY,0,0,0.0004,0.0001
MNG,GHA,0,0,0,0
MNG,GIB,0,0,0.0004,0.0001
MNG,GIN,0,0,0,0
MNG,GLP,0,0,0,0
MNG,GMB,0,0,0,0
MNG,GNB,0,0,0,0
MNG,GNQ,0,0,0,0
MNG,GRC,0,0,0.0005,0.0002
MNG,GRD,0,0,0,0
MNG,GRL,0,0,0,0
MNG,GTM,0,0,0.0002,0.0001
MNG,GUF,0,0,0.0012,0.0004
MNG,GUM,0,0,0.0002,0.0001
MNG,GUY,0,0,0.0002,0.0001
MNG,HKG,0,0.0003,0.0138,0.0047
MNG,HND,0,0,0.0003,0.0001
MNG,HRV,0,0,0.0011,0.0004
MNG,HTI,0,0,0,0
MNG,HUN,0,0,0,0
MNG,IDN,0,0,0.0001,0.0001
MNG,IMN,0,0,0.0004,0.0001
MNG,IND,0,0,0.0003,0.0001
MNG,IOT,0,0,0.0004,0.0001
MNG,IRL,0,0,0.0004,0.0001
MNG,IRN,0,0,0.0012,0.0004
MNG,IRQ,0,0,0.0005,0.0002
MNG,ISL,0,0,0.0004,0.0001
MNG,ISR,0,0.0002,0.0003,0.0001
MNG,ITA,0,0,0.0004,0.0001
MNG,JAM,0,0,0,0
MNG,JEY,0,0,0.0004,0.0001
MNG,JOR,0,0,0,0
MNG,JPN,0,0,0,0
MNG,KAZ,0,0.0004,0.0046,0.0017
MNG,KEN,0,0,0,0
MNG,KGZ,0,0.0002,0.0055,0.0019
MNG,KHM,0,0.0004,0.0008,0.0004
MNG,KIR,0,0,0,0
MNG,KNA,0,0,0,0
MNG,KOR,0,0.0001,0.0001,0
MNG,KWT,0,0,0,0
MNG,LAO,0,0,0.0002,0.0001
MNG,LBN,0,0,0,0
MNG,LBR,0,0,0,0
MNG,LBY,0,0,0,0
MNG,LCA,0,0,0,0
MNG,LIE,0,0,0.0003,0.0001
MNG,LKA,0,0,0.0003,0.0001
MNG,LSO,0,0,0,0
MNG,LTU,0,0.0001,0.0009,0.0003
MNG,LUX,0,0,0.0003,0.0001
MNG,LVA,0,0.0005,0.0011,0.0005
MNG,MAC,0,0.0008,0.0138,0.0049
MNG,MAF,0,0,0.0001,0
MNG,MAR,0,0,0,0
MNG,MCO,0,0,0.0003,0.0001
MNG,MDA,0,0.0002,0.0008,0.0003
MNG,MDG,0,0,0,0
MNG,MDV,0,0,0.0003,0.0001
MNG,MEX,0,0,0.0003,0.0001
MNG,MHL,0,0,0.0002,0.0001
MNG,MKD,0,0,0.0011,0.0004
MNG,MLI,0,0,0,0
MNG,MLT,0,0,0,0
MNG,MMR,0,0,0.0037,0.0012
MNG,MNE,0,0,0.0011,0.0004
MNG,MNG,1,0.8169,0.9031,0.9067
MNG,MNP,0,0,0.0001,0
MNG,MOZ,0,0,0,0
MNG,MRT,0,0,0,0
MNG,MSR,0,0,0,0
MNG,MTQ,0,0,0,0
MNG,MUS,0,0,0,0
MNG,MWI,0,0,0,0
MNG,MYS,0,0,0.0033,0.0011
MNG,MYT,0,0,0,0
MNG,NAM,0,0,0,0
MNG,NCL,0,0,0.0001,0
MNG,NER,0,0,0,0
MNG,NFK,0,0,0.0003,0.0001
MNG,NGA,0,0,0,0
MNG,NIC,0,0,0.0003,0.0001
MNG,NIU,0,0,0.0001,0
MNG,NLD,0,0.0001,0.0005,0.0002
MNG,NOR,0,0,0.0004,0.0001
MNG,NPL,0,0,0.0009,0.0003
MNG,NRU,0,0,0.0007,0.0002
MNG,NZL,0,0.0002,0.0007,0.0003
MNG,OMN,0,0,0.0001,0
MNG,PAK,0,0,0.0004,0.0001
MNG,PAN,0,0,0.0005,0.0002
MNG,PCN,0,0,0,0
MNG,PER,0,0,0.0002,0.0001
MNG,PHL,0,0,0.0002,0.0001
MNG,PLW,0,0,0.0001,0
MNG,PNG,0,0,0,0
MNG,POL,0,0,0.0012,0.0004
MNG,PRI,0,0,0.0003,0.0001
MNG,PRK,0,0,0,0
MNG,PRT,0,0,0.0003,0.0001
MNG,PRY,0,0,0,0
MNG,PSE,0,0,0,0
MNG,PYF,0,0,0.0002,0.0001
MNG,QAT,0,0,0.0001,0
MNG,REU,0,0,0.0001,0
MNG,ROU,0,0,0.0004,0.0001
MNG,RUS,0,0.0016,0.0036,0.0018
MNG,RWA,0,0,0,0
MNG,SAU,0,0,0,0
MNG,SDN,0,0,0,0
MNG,SEN,0,0,0,0
MNG,SGP,0,0.005,0.008,0.0043
MNG,SHN,0,0,0.0004,0.0001
MNG,SLB,0,0,0,0
MNG,SLE,0,0,0,0
MNG,SLV,0,0,0.0003,0.0001
MNG,SMR,0,0,0.0004,0.0001
MNG,SOM,0,0,0,0
MNG,SPM,0,0,0.0002,0.0001
MNG,SRB,0,0,0.0011,0.0004
MNG,SSD,0,0,0,0
MNG,STP,0,0,0.0001,0
MNG,SUR,0,0,0.0006,0.0002
MNG,SVK,0,0,0.001,0.0003
MNG,SVN,0,0,0.0011,0.0004
MNG,SWE,0,0,0.0004,0.0001
MNG,SWZ,0,0,0,0
MNG,SXM,0,0,0.0001,0
MNG,SYC,0,0,0,0
MNG,SYR,0,0,0.0001,0
MNG,TCA,0,0,0,0
MNG,TCD,0,0,0,0
MNG,TGO,0,0,0,0
MNG,THA,0,0,0.0004,0.0001
MNG,TJK,0,0,0.0012,0.0004
MNG,TKL,0,0,0.0001,0
MNG,TKM,0,0.0002,0.0051,0.0018
MNG,TLS,0,0,0,0
MNG,TON,0,0,0,0
MNG,TTO,0,0,0.0002,0.0001
MNG,TUN,0,0,0,0
MNG,TUR,0,0,0.0048,0.0016
MNG,TUV,0,0,0,0
MNG,TWN,0,0.0032,0.0145,0.0059
MNG,TZA,0,0,0,0
MNG,UGA,0,0,0,0
MNG,UKR,0,0.0006,0.0018,0.0008
MNG,URY,0,0,0.0003,0.0001
MNG,USA,0,0.0001,0.0006,0.0002
MNG,UZB,0,0.0002,0.0058,0.002
MNG,VAT,0,0,0.0004,0.0001
MNG,VCT,0,0,0,0
MNG,VEN,0,0,0.0003,0.0001
MNG,VGB,0,0,0.0002,0.0001
MNG,VIR,0,0,0.0001,0
MNG,VNM,0,0.0004,0.0005,0.0003
MNG,VUT,0,0,0,0
MNG,WLF,0,0,0,0
MNG,WSM,0,0,0.0001,0
MNG,YEM,0,0,0,0
MNG,ZAF,0,0,0.0001,0
MNG,ZMB,0,0,0,0
MNG,ZWE,0,0,0,0
MNP,ABW,1,0.0132,0.0238,0.3456
MNP,AFG,0,0,0.0259,0.0086
MNP,AGO,0,0,0.0117,0.0039
MNP,AIA,1,0.0123,0.0123,0.3416
MNP,ALA,0,0,0.0613,0.0204
MNP,ALB,0,0,0.0461,0.0154
MNP,AND,0,0,0.0256,0.0085
MNP,ANT,1,0.0296,0.0378,0.3558
MNP,ARE,1,0.0125,0.0257,0.3461
MNP,ARG,0,0.0004,0.0253,0.0086
MNP,ARM,0,0,0.0531,0.0177
MNP,ASM,1,0.0148,0.2014,0.4054
MNP,ATG,1,0.0908,0.0908,0.3939
MNP,AUS,1,0.1393,0.1449,0.4281
MNP,AUT,0,0.001,0.0832,0.0281
MNP,AZE,0,0,0.0018,0.0006
MNP,BDI,0,0,0,0
MNP,BEL,0,0.0003,0.072,0.0241
MNP,BEN,0,0,0,0
MNP,BFA,0,0,0.0003,0.0001
MNP,BGD,0,0,0.0317,0.0106
MNP,BGR,0,0.0001,0.0328,0.0109
MNP,BHR,1,0.0137,0.0328,0.3488
MNP,BHS,1,0.0851,0.0851,0.39
MNP,BIH,0,0,0.0359,0.012
MNP,BLM,0,0.0021,0.0219,0.008
MNP,BLR,0,0,0.0404,0.0135
MNP,BLZ,1,0.0559,0.0656,0.3738
MNP,BMU,1,0.1553,0.1562,0.4372
MNP,BOL,0,0,0.016,0.0053
MNP,BRA,0,0.0001,0.0266,0.0089
MNP,BRB,1,0.0817,0.0817,0.3878
MNP,BRN,1,0.0078,0.2642,0.424
MNP,BTN,1,0,0.0063,0.3354
MNP,BWA,1,0.0039,0.0043,0.336
MNP,CAF,0,0,0.0001,0
MNP,CAN,1,0.0991,0.1124,0.4038
MNP,CCK,0,0.0269,0.0269,0.018
MNP,CHE,0,0.0077,0.0664,0.0247
MNP,CHL,0,0,0.0245,0.0082
MNP,CHN,0,0.0001,0.0001,0.0001
MNP,CIV,0,0,0.0001,0
MNP,CMR,1,0,0,0.3333
MNP,COD,0,0,0,0
MNP,COG,0,0,0.0001,0
MNP,COK,1,0.0073,0.1881,0.3985
MNP,COL,0,0,0.0246,0.0082
MNP,COM,0,0,0.0009,0.0003
MNP,CPV,0,0,0,0
MNP,CRI,0,0,0.0245,0.0082
MNP,CUB,0,0,0.0249,0.0083
MNP,CUW,0,0.0052,0.0154,0.0069
MNP,CXR,0,0.0711,0.0711,0.0474
MNP,CYM,1,0.1171,0.1224,0.4132
MNP,CYP,0,0.0058,0.0421,0.016
MNP,CZE,0,0.0001,0.036,0.012
MNP,DEU,0,0.0006,0.0825,0.0277
MNP,DJI,0,0,0.0006,0.0002
MNP,DMA,1,0.0106,0.0106,0.3404
MNP,DNK,0,0.0007,0.0581,0.0196
MNP,DOM,0,0.0001,0.0245,0.0082
MNP,DZA,0,0,0.0001,0.0001
MNP,ECU,0,0,0.0231,0.0077
MNP,EGY,0,0,0,0
MNP,ERI,1,0,0,0.3333
MNP,ESH,0,0,0,0
MNP,ESP,0,0.0011,0.026,0.009
MNP,EST,0,0.0001,0.0105,0.0035
MNP,ETH,0,0,0,0
MNP,FIN,0,0.0005,0.0044,0.0016
MNP,FJI,1,0.0012,0.1456,0.3822
MNP,FLK,0,0.1486,0.1506,0.0997
MNP,FRA,0,0,0.0232,0.0077
MNP,FRO,0,0,0.0808,0.0269
MNP,FSM,1,0.0019,0.2436,0.4152
MNP,GAB,0,0,0.0008,0.0003
MNP,GBR,1,0.1492,0.152,0.4337
MNP,GEO,0,0,0.0075,0.0025
MNP,GGY,1,0.1611,0.1612,0.4408
MNP,GHA,1,0,0,0.3333
MNP,GIB,1,0.0969,0.1054,0.4008
MNP,GIN,0,0,0,0
MNP,GLP,0,0,0.0004,0.0001
MNP,GMB,1,0.0001,0.0001,0.3334
MNP,GNB,0,0.004,0.0041,0.0027
MNP,GNQ,0,0,0,0
MNP,GRC,0,0.0005,0.0462,0.0156
MNP,GRD,1,0.0079,0.0079,0.3386
MNP,GRL,0,0,0.0065,0.0022
MNP,GTM,0,0,0.0168,0.0056
MNP,GUF,0,0,0.0114,0.0038
MNP,GUM,1,0.1869,0.3171,0.5013
MNP,GUY,1,0.0797,0.0797,0.3865
MNP,HKG,1,0.0085,0.0103,0.3396
MNP,HND,0,0.0006,0.025,0.0085
MNP,HRV,0,0,0.0357,0.0119
MNP,HTI,0,0,0,0
MNP,HUN,0,0,0.0007,0.0002
MNP,IDN,0,0,0.3721,0.124
MNP,IMN,1,0.1617,0.1617,0.4411
MNP,IND,1,0.0001,0.0264,0.3421
MNP,IOT,1,0.1617,0.1617,0.4411
MNP,IRL,1,0.1517,0.1543,0.4353
MNP,IRN,0,0,0.0266,0.0089
MNP,IRQ,0,0,0.0078,0.0026
MNP,ISL,0,0,0.0808,0.0269
MNP,ISR,0,0.0021,0.0144,0.0055
MNP,ITA,0,0,0.0351,0.0117
MNP,JAM,1,0,0.0001,0.3334
MNP,JEY,1,0.1515,0.1531,0.4349
MNP,JOR,0,0,0.0001,0
MNP,JPN,0,0.0237,0.0238,0.0159
MNP,KAZ,0,0.0001,0.0116,0.0039
MNP,KEN,1,0,0.0001,0.3334
MNP,KGZ,0,0.0001,0.0041,0.0014
MNP,KHM,0,0,0.0042,0.0014
MNP,KIR,1,0.0038,0.2486,0.4175
MNP,KNA,1,0.0031,0.0031,0.3354
MNP,KOR,0,0.0527,0.0527,0.0351
MNP,KWT,0,0,0,0
MNP,LAO,0,0,0,0
MNP,LBN,0,0.0001,0.0042,0.0015
MNP,LBR,1,0,0,0.3333
MNP,LBY,0,0.001,0.002,0.001
MNP,LCA,1,0.0016,0.0016,0.3344
MNP,LIE,0,0,0.0876,0.0292
MNP,LKA,1,0.0001,0.025,0.3417
MNP,LSO,1,0,0,0.3333
MNP,LTU,0,0,0.0401,0.0134
MNP,LUX,0,0.0032,0.0648,0.0227
MNP,LVA,0,0,0.0402,0.0134
MNP,MAC,0,0.0103,0.0137,0.008
MNP,MAF,0,0.0284,0.0308,0.0197
MNP,MAR,0,0,0.0001,0
MNP,MCO,0,0.0154,0.0405,0.0186
MNP,MDA,0,0,0.0386,0.0129
MNP,MDG,0,0,0.3253,0.1084
MNP,MDV,1,0,0.0323,0.3441
MNP,MEX,0,0.0005,0.024,0.0082
MNP,MHL,1,0.0571,0.2194,0.4255
MNP,MKD,0,0,0.0372,0.0124
MNP,MLI,0,0,0,0
MNP,MLT,1,0.0057,0.0093,0.3383
MNP,MMR,0,0,0.0004,0.0001
